audio_path,text
bengali_audio_files/audio_00000.wav,আসামে জাতীয় নাগরিক পঞ্জীর চূড়ান্ত খসড়া আগামী ত্রিশ জুলাই প্রকাশ করা হবে বলে সুপ্রীম কোর্ট রায় দিয়েছে
bengali_audio_files/audio_00001.wav,গতকাল বিচারপতি রঞ্জন গগৈ ও রােহিন্টন ফলি নরিম্যানকে নিয়ে গঠিত সুপ্রীম কোর্টের ডিভিশন বেঞ্চ এই নির্দেশ জারী করে
bengali_audio_files/audio_00002.wav,রাজ্যে নাগরিক পঞ্জীর চূড়ান্ত খসড়া গত ৩০শে জুন প্রকাশ করার কথা থাকলেও সাম্প্রতিক বন্যার পরিপ্রক্ষিতে জাতীয় নাগরিক পঞ্জীর রাজ্য সমন্বয়ক প্রতীক হাজেলা সুপ্রীম কোর্টের কাছে আরাে কিছু সময় চেয়েছিলেন
bengali_audio_files/audio_00003.wav,এন আর সির রাজ্য সমন্বয়ক প্রতীক হাজেলার পেশ করা প্রতিবেদনের ভিত্তিতেই সুপ্রীমকোর্ট এই রায় দিয়েছে
bengali_audio_files/audio_00004.wav,উল্লেখ্য শ্রী হাজেলা রাজ্যের সাম্প্রতিক বন্যা পরিস্থিতির পরিপ্রেক্ষিতে ৩০শে জুনের নির্ধারিত সময়সীমার মধ্যে চূড়ান্ত ভােটার তালিকা প্রকাশ করা সম্ভব নয় বলে গত সপ্তাহে জানিয়েছিলেন
bengali_audio_files/audio_00005.wav,উল্লেখ্য উচ্চতম ন্যায়ালয়ের নির্দেশে গত বছরের ৩১শে ডিসেম্বর জাতীয় নাগরিক পঞ্জীর প্রথম খসড়া তালিকা প্রকাশ করা হয়েছিল
bengali_audio_files/audio_00006.wav,এই প্রথম তালিকাটিতে রাজ্যের তিন কোটি ঊনত্রিশ লক্ষ বসবাসকারীদের মধ্যে এক কোটি নব্বই লক্ষ লােকের নাম অন্তর্ভুক্ত করা হয়েছিল
bengali_audio_files/audio_00007.wav,বাকী লােকেদের নথিপত্র পরীক্ষা করে আগামী ৩১শে জুলাই পূর্ণাঙ্গ খসড়া তালিকা প্রকাশ করা হবে
bengali_audio_files/audio_00008.wav,এদিকে জাতীয় নাগরিক পঞ্জীর চূড়ান্ত খসড়া প্রকাশের পর যাতে দক্ষিণ আসামের চার জেলায় কোন ধরণের অপ্রীতিকর পরিস্থিতির সৃষ্টি না হয় তা সঞ্চালক পৰ্যালােচনা প্রধান করতে কুলধর রাজ্যের শইকিয়া মুখ্য সচিব গতকাল টি ওয়াই দাস শিলচরে ও আসাম প্রশাসনের পুলিশের শীর্ষ আধিকারীকদের সঙ্গে উচ্চপর্যায়ের নিরাপত্তা সংক্রান্ত বৈঠকে অংশগ্রহণ করেন
bengali_audio_files/audio_00009.wav,শিলচরে জেলা উপায়ুক্তের সভাকক্ষে আয়ােজিত এই বৈঠকে কাছাড় করিমগঞ্জ হাইলাকান্দ ও ডিমাহাসাও জেলার উপায়ুক্ত ও পুলিশ সুপাররা সময় অংশগ্রহণ পুলিশ করেন প্রধান
bengali_audio_files/audio_00010.wav,দুঘন্টার শ্রীশইকিয়া বড়ঠকে জানান শেষে যে নাগরিক সাংবাদিকদের পঞ্জী সঙ্গে নিয়ে কথা এ বলার অঞ্চলে এখনাে কোন উদ্বেগজনক বার্তা নেই কিন্তু নিরাপত্তা বাহিনীকে তৈরী থাকতে নির্দেশ দেওয়া হয়েছে
bengali_audio_files/audio_00011.wav,এছাড়াও সামাজিক মাধ্যমের উপর তীক্ষন দৃষ্টি রাখা হচ্ছে বলে শ্রীশইকিয়া জানিয়েছেন
bengali_audio_files/audio_00012.wav,উত্তরপূর্ব পরিষদের দুদিনের এক বৈঠক আগামী নয় জুলাই থেকে শিলংএ অনুষ্ঠিত হবে
bengali_audio_files/audio_00013.wav,কেন্দ্রীয় স্বরাষ্ট্রমন্ত্রী রাজনাথ সিং ওই বৈঠকে পৌরহিত্য করবেন
bengali_audio_files/audio_00014.wav,সরকারী সূত্রের উদ্ধৃতি দিয়ে সংবাদ সংস্থা ইউ এন আই জানিয়েছে যে বৈঠকে উত্তরপূর্বাঞ্চলের রাজ্যগুলির রাজ্যপাল ও মুখ্যমন্ত্রীরা এই অঞ্চলের সার্বিক উন্নয়ন সহ এ্যাক্টইষ্টপলিসির বাস্তবায়ন নিয়ে বিস্তারিত আলােচনা করবেন
bengali_audio_files/audio_00015.wav,উল্লখ্য যে গত মাসে কেন্দ্রীয় মন্ত্রীসভা পদাধিকার বলে স্বরাষ্ট্রমন্ত্রীকে উত্তরপূর্ব পরিষদের সভাপতি এবং ডােনার মন্ত্রী জিতেন্দ্র সিংকে সহসভাপতি মনােনীত করেছে
bengali_audio_files/audio_00016.wav,আসাম সরকার রাজ্যের পঞ্চাশ লক্ষ পরিবাকে এলইডি বাল্ব প্রদান করবে
bengali_audio_files/audio_00017.wav,গতকাল গৌহাটিতে রাজ্যের পূর্ত ও কারিগরী বিভাগের উদ্যোগে আয়ােজিত এক অনুষ্ঠানে অংশ নিয়ে মুখ্যমন্ত্রী সর্বানন্দ সনােয়াল আসাম বিদ্যু বিভাগকে এই সিদ্ধান্ত কার্যকর করতে প্রয়ােজনীয় পদক্ষেপ গ্রহণ করার নির্দেশ দেন
bengali_audio_files/audio_00018.wav,মুখ্যমন্ত্রী বলেন যে এই পদক্ষেপ গ্রহণ করার ফলে রাজ্যের দুই লক্ষ মানুষ উপকৃত হবেন
bengali_audio_files/audio_00019.wav,শ্রী সনােয়াল বলেন যে সরকার রাজ্যের সব শ্রেনীর মানুষের সম উন্নয়নে প্রতিতিবদ্ধ
bengali_audio_files/audio_00020.wav,আসাম রাজ্য মহিলা কমিশন ও হাইলাকান্দি জেলা প্রশাসনের যৌথ উদ্যোগে চলতি মাসের শেষ দিকে হাইলাকান্দিতে মহিলাদের জন্য আইনী সচেতনতা শিবির অনুষ্ঠিত হবে
bengali_audio_files/audio_00021.wav,জেলা উপায়ুক্ত আদিল খানের পৌরহিত্যে অনুষ্ঠিত জেলা স্তরের মহিলা কোষের এক সভায় মহিলা সচেতনতা শিবিরটি চলতি মাসের শেষদিকে করার সিদ্ধান্ত হয়েছে
bengali_audio_files/audio_00022.wav,এদিনের সভায় উপায়ুক্ত শ্ৰীখান বেসরকারী সেচ্ছাসেবী সংগঠনগুলিকে আইনী সচেতনতা শিবিরে করে গ্রামের মহিলাদের সচেতন করতে আহ্বান জানিয়েছেন
bengali_audio_files/audio_00023.wav,জেলার অতিরিক্ত পুলিশ সুপার জগদীশ দাস এ ধরনের আইনী সচেতনতা শিবিরে আশা কর্মী আত্মসহায়ক গােষ্টী এবং মহিলা সংগঠনগুলিকে যুক্ত করার পরামর্শ দিয়েছেন
bengali_audio_files/audio_00024.wav,আগে এই শিবির চলতি মাসের দশ তারিখ অনুষ্ঠিত হওয়ার কথা ছিল কিন্তু জেলা প্রশাসন বর্তমানে বন্যা পরবর্তী পরিস্থিতি সামাল দিতে ব্যস্ত থাকায় তা পিছিয়ে দেওয়া হয়েছে
bengali_audio_files/audio_00025.wav,মহিলা আইনী সুরক্ষা সম্পর্কে সচেতনতা বাড়াতে আগামী ১১ই জুলাই রামকৃষ্ণনগর উচ্চমাধ্যমিক বিদ্যালয়ে মহিলা সমাবেশের আয়ােজন করা হয়েছে
bengali_audio_files/audio_00026.wav,করিমগঞ্জ জেলা প্রশাসনের ব্যবস্থাপনায় ও আসাম রাজ্য মহিলা কমিশনের উদ্যোগে আয়ােজিত এই সমাবেশে অন্ধ বিশ্বাস কুসংস্কার ইত্যাদির বিরুদ্ধে সচেতনতা গড়ে তােলার উদ্দেশ্যে আলােচনা করা হবে
bengali_audio_files/audio_00027.wav,করিমগঞ্জে ভােটারদের নষ্ট ও হারিয়ে যাওয়া সচিত্র ভােটার পরিচয়পত্র পুনরায় দেওয়ার প্রক্রিয়া শুরু হয়েছে
bengali_audio_files/audio_00028.wav,যেসব সচিত্র ভােটার পরিচয়পত্র ইতিমধ্যে গেছে অথবা নষ্ট হয়েছে কেবলমাত্র যেসব পরিচয়পত্রই পুনরায় ইস্যু করা হবে
bengali_audio_files/audio_00029.wav,জেলার ভােটারদের জন্য একটি নির্দিষ্ট ফর্মের সঙ্গে জেলাশাসকের নির্বাচনী শাখায় ২৫টাকা জমা দিতে হবে
bengali_audio_files/audio_00030.wav,সঙ্গে পুলিশ রিপাের্ট দাখিল করতে হবে
bengali_audio_files/audio_00031.wav,নির্বাচন আধিকারিক এমর্মে এক বিজ্ঞপ্তি জারি করে জেলার সব রাজনৈতিক দলের কাছে প্রেরণ করেছেন
bengali_audio_files/audio_00032.wav,উদ্যোগে দীনেশ পালংঘাট প্রসাদ ডগরুবস্তীর গােয়ালা শিবদূগা স্মৃতি ক্লাব ও প্রাইজমানি পুনিছড়ার ফুটবল স্বস্তি সংঘের প্রতিযােগীতার যৌথ আজকের খেলায় মােহনখাল ফুটবল একাদশ খেলবে সুন্দরী মুন লাইট ক্লাবের বিরুদ্ধে
bengali_audio_files/audio_00033.wav,পুনিছড়া চা বাগানের মাঠে আয়ােজিত প্রতিযােগীতার গতকালের খেলায় ভূবনডাের বি দল ১০গােলে বিন্নাকান্দি ফুটবল একাদশকে পরাজিত করেছে
bengali_audio_files/audio_00034.wav,ভুবনডাের বি দলের হয়ে রাণা রিকিয়াশন একটি মাত্র গােল করেন এক সমাপ্ত
bengali_audio_files/audio_00035.wav,এক করােনা অতিমারীর আবহে কঠোর নিরাপত্তার মধ্যে রাজ্য বিধানসভা নির্বাচনের পঞ্চম দফায় ৬টি জেলার ৪৫টি আসনে ভােটগ্রহণ শুরু হয়েছে
bengali_audio_files/audio_00036.wav,চলবে সন্ধে সাড়ে ৬টা পর্যন্ত
bengali_audio_files/audio_00037.wav,দুই পরের তিন দফার ভােটেও বাহাত্তর ঘণ্টার আগেই প্রচার শেষ করতে হবে
bengali_audio_files/audio_00038.wav,সন্ধে ৭টা থেকে পরদিন বেলা ১০টা পর্যন্ত মিটিংমিছিলসমাবেশ করা যাবে না বলে নির্বাচন কমিশন নির্দেশ দিয়েছে
bengali_audio_files/audio_00039.wav,প্রধানমন্ত্রী নরেন্দ্র মােদী ভােটের প্রচারে আজ আবার এরাজ্যে আসছেন
bengali_audio_files/audio_00040.wav,তিন নির্বাচন কমিশন রাজনৈতিক দল ও তাদের প্রার্থীদের কঠোরভাবে কোভিডবিধি মেনে চলার নির্দেশ দিয়েছে
bengali_audio_files/audio_00041.wav,রাজ্যে করােনা সংক্রমণ ছয় হাজার ৯শাে ছাড়িয়ে গেছে
bengali_audio_files/audio_00042.wav,চার আদর্শ আচরণবিধি লঙ্ঘনের দায়ে তৃণমূল কংগ্রেস প্রার্থী সুজাতা মন্ডল খাঁকে কমিশন শােকজ করেছে
bengali_audio_files/audio_00043.wav,পাঁচ শীতলকুচি কান্ড নিয়ে বিজেপি একটি অডিও টেপ প্রকাশ করে মুখ্যমন্ত্রীর বিরুদ্ধে উত্তেজনা সৃষ্টির অভিযােগ করেছে
bengali_audio_files/audio_00044.wav,শূন্য দুই নয় করােনা অতিমারীর আবহে কঠোর নিরাপত্তার মধ্যে রাজ্য বিধানসভা নির্বাচনে পঞ্চম দফায় আজ পূর্ব বর্ধমান উত্তর চব্বিশ পরগনা নদীয়া দার্জিলিং কালিম্পং ও জলপাইগুড়ি এই ছয় জেলায় ৪৫টি আসনে ভােট গ্রহণ শুরু হয়েছে
bengali_audio_files/audio_00045.wav,চলবে সন্ধে সাড়ে ৬টা পর্যন্ত
bengali_audio_files/audio_00046.wav,এই দফায় ঊনচল্লিশ জন মহিলা সহ তিন শো ঊনিশ জন প্রার্থীর রাজনৈতিক ভাগ্য নির্ধারণ করবেন
bengali_audio_files/audio_00047.wav,এক কোটি তের লক্ষেরও বেশি ভােটদাতা অবাধ ও সুষ্ঠু ভােটগ্রহণ সুনিশ্চিত করতে এক হাজার একাত্তর কোম্পানী কেন্দ্রীয় বাহিনী মােতায়েন রয়েছে
bengali_audio_files/audio_00048.wav,এর মধ্যে ভােটের কাজে ব্যবহার করা হচ্ছে আট শো তিপ্পান্ন কোম্পানী বাহিনী
bengali_audio_files/audio_00049.wav,এছাড়াও থাকছে পনের হাজার সাত শো তেইশ রাজ্য পুলিশ
bengali_audio_files/audio_00050.wav,জলপাইগুড়ি জেলার নাগরাকাটা মালবাজার ধুপগুড়ি ময়নাগুড়ি জলপাইগুড়ি রাজগঞ্জ ডাবগ্রামফুলবাড়ি এই সাতটি আসনে আজ ভােট নেওয়া হচ্ছে
bengali_audio_files/audio_00051.wav,আমাদের সংবাদদাতা জানাচ্ছেন চন্দনা চৌধুরী ভয়েস দার্জিলিং ও কালিম্পংএর ৬টি আসনে নিচ্ছিদ্র নিরাপত্তার মধ্যে ভােটগ্রহণ এগিয়ে চলেছে
bengali_audio_files/audio_00052.wav,পূর্ব বর্ধমানের ৮টি আসনে আজ ভােট নেওয়া হচ্ছে
bengali_audio_files/audio_00053.wav,আমাদের জেলার সংবাদদাতা জানাচ্ছেন তনুশ্রী ভয়েস নদীয়ার শান্তিপুর রানাঘাট উত্তরপশ্চিম উত্তরপূর্ব দক্ষিণ কৃষ্ণগঞ্চ চাকদহ কল্যাণী দুই হরিণঘাটা এই আটটি আসনে সকাল থেকেই বহু মানুষ বুথের সামনে লাইন দিয়ে আছে
bengali_audio_files/audio_00054.wav,আমাদের জেলার সংবাদদাতা জানাচ্ছেন তিন নয় অনুপম ভয়েস কল্যাণী থেকে আমাদের সংবাদদাতা জানালেন সুরজিত ভয়েস উত্তর চব্বিশ পরগনার ১৫টি আসন
bengali_audio_files/audio_00055.wav,কলকাতা সংলগ্ন দমদম বরানগর বিধাননগর রাজারহাটনিউটাউন রাজারহাটগােপালপুর পানিহাটি কামারহাটি মধ্যগ্রাম ও বারাসাত ছাড়াও দেগঙ্গা হাড়ােয়াে মিনাখাঁ দুই সন্দেশখালি বসিরহাটউত্তর দুই দক্ষিণ ও হিঙ্গলগঞ্জে ভােট নেওয়া হচ্ছে
bengali_audio_files/audio_00056.wav,আমাদের সংবাদদাতা জানাচ্ছেন পল্লব ভয়েস শূন্য এক লাখ পঞ্চম দফার ভােটে বরানগর পানিহাটি এক ব্যারাকপুর বারাসাত বসিরহাট উত্তর এবং দক্ষিণ নদীয়ার সবকটি বুথকে অতি উত্তেজনা প্রবণ বলে চিহ্নিত করা হয়েছে
bengali_audio_files/audio_00057.wav,কমিশন সূত্রে জানা গেছে নদীয়া এবং বসিরহাট উত্তরদক্ষিণে এবং বারাসাতের আটান্ন শতাংশ বুথে ওয়েব কাস্টিং হবে
bengali_audio_files/audio_00058.wav,বিধাননগরে ওয়েব কাস্টিং হবে চল্লিশ বুথে
bengali_audio_files/audio_00059.wav,বাকিগুলােতে হবে এক শো ওয়েব কাস্টিং
bengali_audio_files/audio_00060.wav,শূন্য শূন্য করােনা সংক্রমণ সর্তকতা এবং নিরাপত্তাজনিত কারণে নির্বাচন
bengali_audio_files/audio_00061.wav,কমিশন পঞ্চম দফার মত নির্বাচনের বাকি তিন দফাতেও ভােট গ্রহণের বাহাত্তর ঘন্টা আগে সব ধরনের রাজনৈতিক প্রচার বন্ধ করে দেওয়ার নির্দেশ দিয়েছে
bengali_audio_files/audio_00062.wav,পাশাপাশি গত সন্ধ্যায় কমিশনের তরফে জারি করা চার নয় আরও এক নির্দেশিকায় সন্ধে সাতটা থেকে পরদিন সকাল দশটা পর্যন্ত কোনাে রাজনৈতিক দল কোন রকমের মিটিংমিছিল জমায়েত বা সমাবেশ করতে পারবে না
bengali_audio_files/audio_00063.wav,বিভিন্ন রাজনৈতিক দলের তারকা প্রচারকরা কোনরকম করােনা সতর্কতা না মেনেই মিটিংমিছিল করায় সংক্রমণ বেড়েছে বলে কমিশন তার নির্দেশিকায় জানিয়েছে
bengali_audio_files/audio_00064.wav,গত সন্ধ্যা থেকে কমিশনের এই নির্দেশ কার্যকর হয়েছে
bengali_audio_files/audio_00065.wav,শূন্য প্রবীণ বিজেপি নেতা ও প্রধানমন্ত্রী নরেন্দ্র মােদি নির্বাচনী প্রচারে আজ ফের রাজ্যে আসছেন
bengali_audio_files/audio_00066.wav,দলীয় সূত্রে জানা গেছে আজ তিনি আসানসােল এবং গঙ্গারামপুরে দলীয় প্রার্থীদের সমর্থনে দুটি জনসভা করবেন
bengali_audio_files/audio_00067.wav,এদিকে কেন্দ্রীয় মন্ত্রী অমিত শাহ আজ আমডাঙ্গায় একটি রােড শাে এবং পরে চাপড়া ও পূর্ব বর্ধমানের আউসগ্রামে দুটি জনসভা করবেন
bengali_audio_files/audio_00068.wav,তৃণমূল কংগ্রেস নেত্রী ও মুখ্যমন্ত্রী মমতা ব্যানার্জিও পূর্ব বর্ধমানের গলসী দুই কাটোয়া এবং পূর্বস্থলীতে দলীয় প্রার্থীদের সমর্থনে জনসভায় যােগ দেবেন
bengali_audio_files/audio_00069.wav,অন্যদিকে করােনা পরিস্থিতির কারণে সংযুক্ত মাের্চার প্রার্থীরা সংক্ষিপ্তভাবে তাদের প্রচার চালাবেন বলে দলীয় সূত্রে জানা গেছে
bengali_audio_files/audio_00070.wav,শূন্য পাঁচ নয় নির্বাচন কমিশন রাজনৈতিক দল ও তাদের প্রার্থীদের কঠোরভাবে কোভিডবিধি মেনে চলার নির্দেশ দিয়েছে
bengali_audio_files/audio_00071.wav,এই বিষয়ে সব রাজনৈতিক দলের কাছে পাঠানাে চিঠিতে কমিশন বলেছে এই নির্দেশ অমান্য করলে কঠোর ব্যবস্থা নেওয়া হবে
bengali_audio_files/audio_00072.wav,প্রয়ােজনে আইনি পরিকাঠামাের আওতায় দুষ্কৃতি দমন আইনেও ব্যবস্থা নেওয়া হতে পারে
bengali_audio_files/audio_00073.wav,নির্বাচন কমিশন বলেছে রাজনৈতিক সভা ও রােডশাের সংগঠকদের জমায়েতে আসা সবাইকে নিজেদের খরচে মাস্ক দিতে হবে ও স্যানিটাইজারেরও ব্যবস্থা করতে হবে
bengali_audio_files/audio_00074.wav,এই সংক্রান্ত ব্যয় নির্বাচনে প্রার্থীর মােট খরচের প্রস্তাবিত বিধি সম্মত ব্যয়ের সঙ্গে যুক্ত হবে
bengali_audio_files/audio_00075.wav,সভায় আসা ন্যূনতম সামাজিক দূরত্ব বজায় রাখার দায়িত্ব সংগঠকদের নিতে হবে
bengali_audio_files/audio_00076.wav,শূন্য শূন্য আদর্শ আচরণবিধি লংঘন করে তপশিলি জাতি উপজাতিদের নিয়ে বিতর্কিত মন্তব্যের জেরে নির্বাচন কমিশন তৃণমূল কংগ্রেস প্রার্থী সুজাতা মন্ডল খাঁকে কারণ দর্শানাের নােটিশ জারি করেছে
bengali_audio_files/audio_00077.wav,বিজেপি নেতা মুক্তার আব্বাস নাকভির অভিযােগের প্রেক্ষিতে কমিশন সুজাতা মন্ডল কে নােটিশ হাতে পাওয়ার চব্বিশ ঘণ্টার মধ্যে এই সংক্রান্ত বিষয়ে তার জবাব চেয়ে নােটিশ পাঠিয়েছে বলে মুখ্য নির্বাচনী আধিকারিক এর দপ্তর সূত্রে জানা গিয়েছে
bengali_audio_files/audio_00078.wav,শূন্য রাজ্যে দৈনিক করােনা সংক্রমণ উধ্বমুখী
bengali_audio_files/audio_00079.wav,গত চব্বিশ ঘন্টায় সংক্রমিত হয়েছেন ৬হাজার নয় শো দশ জন
bengali_audio_files/audio_00080.wav,এই সময়ে মারা গেছেন ছাব্বিশ জন
bengali_audio_files/audio_00081.wav,আরােগ্যের হার কমে হয়েছে একানব্বই দশমিক নিরানব্বই শতাংশ
bengali_audio_files/audio_00082.wav,ছয় নয় শূন্য শূন্য মুর্শিদাবাদের জঙ্গীপুরের সংযুক্ত মাের্চা সমর্থিত আরএসপি প্রার্থী প্রদীপ নন্দী গতকাল করােনায় প্রাণ হারিয়েছেন
bengali_audio_files/audio_00083.wav,করােনা পজিটিভ হয়ে তিনি কয়েকদিন আগেই মুর্শিদাবাদ মেডিক্যাল কলেজ হাসপাতালে ভর্তি হয়েছিলেন
bengali_audio_files/audio_00084.wav,উল্লেখ্য বৃহস্পতিবার সামশেরগঞ্জের কংগ্রেস প্রার্থী রেজাউল হকের করােনায় মৃত্যু হয়েছে
bengali_audio_files/audio_00085.wav,শূন্য দক্ষিণ চব্বিশ পরগণার ক্যানিং পশ্চিমের তৃণমূল কংগ্রেস প্রার্থী পরেশ রাম দাস দুই হরিদ্বারের মহাকুম্ভ থেকে ফিরে করােনা পজিটিভ হয়েছে
bengali_audio_files/audio_00086.wav,ওই কেন্দ্রে ভােট হয় ৬ই এপ্রিল
bengali_audio_files/audio_00087.wav,শূন্য তথ্য ও সম্প্রচার মন্ত্রী প্রকাশ জাভরেকড় করােনা পজিটিভ হয়েছেন
bengali_audio_files/audio_00088.wav,গত দুতিনদিন তার সংস্পর্শে আসা সকলকেই তিনি করােনা পরীক্ষা করার অনুরােধ জানিয়েছেন
bengali_audio_files/audio_00089.wav,শূন্য কোভিড পরিস্থিতির জেরে সিবিএসইর পর এবার আইসিএসই এবং আইএসসি পরীক্ষাও স্থগিত করে দেওয়া হলাে
bengali_audio_files/audio_00090.wav,চৌঠা মে থেকে দশম এবং দ্বাদশের বাের্ড পরীক্ষা শুরু হওয়ার কথা ছিল
